Skills,Apple,AmeriSourceBergen,Berkshire Hathaway,AT&T,McKesson,Exxon Mobil,General Motors,UnitedHealth Group,Walgreens,Verizon,Amazon,Walmart,CVS Health,Total,Type
inventory management,0,1,0,0,4,2,2,1,49,0,2,17,39,117,Hard Skill
investment banking,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Hard Skill
investment strategy,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
investments,0,0,0,0,1,0,1,2,0,1,7,0,0,12,Hard Skill
invision,0,0,0,0,0,0,0,1,0,0,1,0,0,2,Hard Skill
invoice processing,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Hard Skill
ion laser,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
ionizing radiation,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
ios applications,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
ipconfig,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
iperf,0,0,0,0,0,0,0,0,0,18,0,0,0,18,Hard Skill
ipv4,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Hard Skill
ipv6,0,0,0,1,0,0,0,0,0,2,0,0,0,3,Hard Skill
isight,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
it portfolio management,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
it service management,0,1,0,0,0,1,0,0,0,0,1,0,0,3,Hard Skill
it++,11,17,7,7,15,25,23,20,0,0,16,0,0,141,Hard Skill
iterative and incremental development,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
iterative design,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
itilv3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Hard Skill
jasmine,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
java,0,1,3,12,0,6,20,9,0,27,24,3,0,105,Hard Skill
java 8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Hard Skill
java architectures,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
javascript,0,2,5,11,0,8,5,1,0,0,6,0,0,38,Hard Skill
javascript frameworks,0,0,0,8,0,0,1,0,0,0,0,0,0,9,Hard Skill
jaws scripting language,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Hard Skill
jcomponent,0,0,2,1,1,1,21,2,0,1,3,0,1,33,Hard Skill
jdeveloper,0,2,1,8,0,8,14,4,0,0,11,0,0,48,Hard Skill
jenkins,0,0,0,9,0,7,3,8,0,1,0,1,0,29,Hard Skill
jenkins 2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Hard Skill
jest,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
jira,0,0,1,0,0,0,1,0,0,2,0,0,0,4,Hard Skill
jitter,0,0,0,0,0,0,0,0,0,18,0,0,0,18,Hard Skill
jmp,0,0,0,0,0,0,1,0,0,0,1,0,0,2,Hard Skill
job descriptions,0,0,2,1,1,6,0,0,0,0,1,36,3,50,Hard Skill
job interviews,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
job rotation,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
job safety analysis,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
joint ventures,0,0,0,0,0,50,2,0,0,0,0,0,0,52,Hard Skill
journalism,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
journals,0,1,17,0,0,0,0,1,7,0,0,0,0,26,Hard Skill
jquery,0,1,4,0,0,1,0,1,0,0,1,0,0,8,Hard Skill
jquery ui,0,0,3,0,0,0,0,0,0,0,0,0,0,3,Hard Skill
json,0,2,0,0,0,1,1,0,0,0,0,0,0,4,Hard Skill
jtemplates,0,0,5,0,0,4,2,0,0,2,2,1,0,16,Hard Skill
junit,0,0,0,0,0,0,4,2,0,0,0,1,0,7,Hard Skill
junos,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
jupyter,0,0,0,0,0,0,1,0,0,8,0,0,0,9,Hard Skill
jupyter notebook,0,0,0,0,0,0,0,0,0,8,0,0,0,8,Hard Skill
justice,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
kerberos,0,0,0,0,0,3,0,0,0,0,1,0,0,4,Hard Skill
key control,0,0,0,0,0,3,0,0,0,0,0,0,0,3,Hard Skill
key management,0,1,3,0,1,0,0,0,0,0,1,0,1,7,Hard Skill
key performance indicators,0,7,0,0,2,1,0,2,0,8,3,0,0,23,Hard Skill
keying,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Hard Skill
kibana,0,0,0,0,0,0,1,1,0,6,0,0,0,8,Hard Skill
knime,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
knowledge base,1,0,3,0,0,0,1,3,0,1,1,0,0,10,Hard Skill
knowledge graph,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
knowledge management,0,1,0,0,0,0,1,0,0,1,1,0,0,4,Hard Skill
knowledgeman,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
koffice,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
korn shell,0,0,0,0,0,4,0,0,0,0,0,0,0,4,Hard Skill
kotlin,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Hard Skill
kpi reporting,0,0,0,0,0,1,0,0,0,0,1,0,0,2,Hard Skill
kubernetes,0,0,4,1,1,4,12,5,0,28,0,0,0,55,Hard Skill
labor law,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
labor relations,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
ladder logic,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
lamp,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
land development,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
land registration,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
language development,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Hard Skill
laser,0,0,0,0,1,0,3,0,0,0,0,0,0,4,Hard Skill
laser scanning,0,0,0,0,1,0,1,0,0,0,0,0,0,2,Hard Skill
lathes,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
latin,0,0,0,0,0,0,4,0,0,0,0,0,0,4,Hard Skill
lauterbach,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
law enforcement,0,0,51,0,1,1,0,0,0,0,1,0,0,54,Hard Skill
lazy loading,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
lead generation,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
lead management,0,0,0,0,1,0,0,0,4,0,0,0,3,8,Hard Skill
leadership styles,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
lean manufacturing,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
lean product development,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
lean project management,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
lean six sigma,0,1,0,0,0,0,0,1,0,3,1,0,0,6,Hard Skill
learning design,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
learning development,0,1,0,0,0,0,0,1,0,0,2,0,0,4,Hard Skill
learning management systems,0,0,0,0,0,0,0,1,0,0,1,0,0,2,Hard Skill
learning styles,1,0,0,0,0,0,0,0,0,0,1,0,0,2,Hard Skill
learning support,0,0,0,0,0,0,1,2,0,0,2,0,0,5,Hard Skill
learnshare,6,0,0,0,0,0,1,0,0,0,0,0,0,7,Hard Skill
ledgers,0,0,0,0,0,0,0,0,16,0,0,0,0,16,Hard Skill
legal analysis,0,0,4,0,0,0,0,0,0,0,0,0,0,4,Hard Skill
legal knowledge,0,0,4,0,0,0,0,0,0,0,0,0,0,4,Hard Skill
legal research,0,0,4,0,0,0,0,0,0,0,0,0,0,4,Hard Skill
legibility,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
legislation,0,4,0,0,0,0,0,0,0,0,1,0,0,5,Hard Skill
less,0,7,1,5,3,2,0,6,7,1,1,27,0,60,Hard Skill
lex,0,0,0,0,0,0,0,0,0,0,2,0,0,2,Hard Skill
library,0,0,0,0,0,0,2,0,0,0,1,0,0,3,Hard Skill
library science,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
licensing,0,1,2,0,0,1,0,1,0,0,1,0,30,36,Hard Skill
liens,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Hard Skill
life cycle planning,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
life sciences,0,1,0,0,1,0,0,0,0,0,0,0,0,2,Hard Skill
life support,0,0,0,0,0,0,0,0,0,0,1,1,0,2,Hard Skill
lifecycle management,0,1,0,0,0,2,0,0,0,6,1,0,0,10,Hard Skill
limiter,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Hard Skill
lina,0,0,0,0,0,0,7,0,0,0,0,0,0,7,Hard Skill
linguistics,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
link budget,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
linux,0,0,0,21,1,5,6,1,0,9,6,0,0,49,Hard Skill
linux commands,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
linux servers,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
liquefied natural gas,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Hard Skill
litigation strategy,0,0,4,0,0,0,0,1,0,0,0,0,0,5,Hard Skill
livechat,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
livers,0,0,0,0,0,0,14,0,0,0,0,0,0,14,Hard Skill
load balancing,0,0,0,0,0,2,0,0,0,3,1,0,0,6,Hard Skill
load testing,0,0,0,2,0,0,1,0,0,1,0,0,0,4,Hard Skill
local anesthesia,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Hard Skill
local area networks,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
localization,0,0,0,0,0,0,4,0,0,0,0,0,0,4,Hard Skill
locks,0,0,0,0,1,0,6,0,0,0,0,0,2,9,Hard Skill
log analysis,0,0,0,2,0,0,0,0,0,0,0,0,0,2,Hard Skill
logical reasoning,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
logistic engineering,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
logistics management,0,0,0,0,0,0,2,0,0,0,1,0,0,3,Hard Skill
logistics planning,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
logstash,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
long-term care,0,0,0,0,25,0,0,6,0,0,0,0,0,31,Hard Skill
lookahead,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Hard Skill
loss mitigation,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
loss prevention,0,0,1,0,0,1,0,0,0,0,1,3,5,11,Hard Skill
low latency,0,0,0,1,0,0,0,0,0,0,1,0,0,2,Hard Skill
loyalty marketing,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
loyalty programs,0,0,0,0,0,0,0,0,0,0,0,0,35,35,Hard Skill
lte,0,0,0,0,0,0,5,0,0,34,0,0,0,39,Hard Skill
ltspice,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
lua,0,0,0,0,0,0,22,0,0,0,0,0,0,22,Hard Skill
lview,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
lysis,0,0,0,0,0,0,41,0,0,0,0,0,0,41,Hard Skill
machine learning,0,0,3,2,1,2,5,1,0,12,15,0,0,41,Hard Skill
machine vision,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
machinery design,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
machining,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
macros,0,1,0,0,1,0,0,1,0,0,0,0,0,3,Hard Skill
macular degeneration,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Hard Skill
magine,0,0,0,1,0,0,3,0,0,0,0,0,0,4,Hard Skill
mail order,0,2,0,0,1,0,0,0,0,0,0,0,0,3,Hard Skill
maintainability,0,0,0,2,0,1,4,0,0,0,1,0,0,8,Hard Skill
maintenance engineering,0,0,0,0,0,0,0,0,0,18,1,0,0,19,Hard Skill
maintenance testing,0,1,0,0,0,0,0,2,0,0,0,0,0,3,Hard Skill
malpractice,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Hard Skill
mammography,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
manage profitability,0,0,3,0,0,0,0,0,0,0,0,0,0,3,Hard Skill
managed accounts,1,0,0,0,0,1,0,0,0,0,0,0,0,2,Hard Skill
managed care,0,3,0,0,1,0,0,17,0,0,0,0,0,21,Hard Skill
managed markets,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Hard Skill
managed services,0,0,0,0,0,0,0,8,0,4,1,0,0,13,Hard Skill
management consulting,0,0,0,0,0,0,0,1,0,0,1,0,0,2,Hard Skill
management contract,4,0,0,0,0,2,0,2,0,3,1,0,0,12,Hard Skill
management control,0,9,0,0,0,0,1,0,0,0,8,0,0,18,Hard Skill
management development,0,1,8,1,0,0,1,0,0,0,1,0,3,15,Hard Skill
management information base,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
management information systems,0,2,2,0,0,2,1,0,0,0,1,0,0,8,Hard Skill
management process,10,4,0,2,2,6,2,1,0,1,2,0,0,30,Hard Skill
management systems,0,4,5,1,3,3,12,4,0,0,9,2,0,43,Hard Skill
manifests,0,1,0,0,0,0,0,1,0,0,1,0,0,3,Hard Skill
manufacturing engineering,0,0,0,0,0,0,4,0,0,0,1,0,0,5,Hard Skill
manufacturing operations,0,0,0,0,0,0,4,0,0,0,0,0,0,4,Hard Skill
manufacturing processes,0,0,0,0,0,0,12,0,0,0,0,0,0,12,Hard Skill
mapping,0,1,0,1,1,0,2,4,0,1,1,0,0,11,Hard Skill
mapr,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
mapreduce,0,0,0,2,0,0,0,0,0,0,0,0,0,2,Hard Skill
mari,0,0,0,0,0,0,4,0,0,0,0,0,0,4,Hard Skill
marine engineering,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
market access strategy,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
market analysis,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Hard Skill
market area,0,0,0,0,0,1,0,1,0,1,0,0,0,3,Hard Skill
market data,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Hard Skill
market development,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
market intelligence,0,0,0,0,1,1,0,0,0,0,0,0,0,2,Hard Skill
market pricing,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
market research,0,5,3,0,0,0,0,1,0,0,4,0,0,13,Hard Skill
market segmentation,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
market share,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
market trend,1,0,2,0,3,1,1,0,0,0,2,0,0,10,Hard Skill
marketing analytics,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
marketing collateral,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Hard Skill
marketing communications,0,0,2,0,1,0,0,2,0,0,3,0,0,8,Hard Skill
marketing management,0,0,0,0,1,0,0,0,0,0,1,0,0,2,Hard Skill
marketing materials,0,0,3,0,1,0,0,1,0,0,0,0,0,5,Hard Skill
marketing operations,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
marketing research,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
marketing strategies,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
mass production,0,0,0,0,0,0,0,0,0,0,0,5,0,5,Hard Skill
massages,0,0,0,0,0,8,0,0,0,0,0,0,0,8,Hard Skill
massive,0,0,0,3,0,0,2,0,0,0,4,0,0,9,Hard Skill
master data management,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
material flow,0,0,0,0,0,0,5,0,0,0,0,0,0,5,Hard Skill
material handling,0,0,0,0,9,0,2,0,0,0,0,0,0,11,Hard Skill
materials engineering,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
materials management,0,0,0,0,1,2,2,0,0,0,0,0,0,5,Hard Skill
materials science,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
materials testing,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
maternity,0,0,0,0,0,0,0,0,0,0,1,2,0,3,Hard Skill
mathematical modeling,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
matlab,0,0,0,0,0,2,7,0,0,0,1,0,0,10,Hard Skill
mcollective,0,1,0,0,2,2,4,0,0,0,2,0,30,41,Hard Skill
meat products,0,0,0,0,0,0,0,0,0,0,0,2,0,2,Hard Skill
mechanical engineering,0,0,0,0,0,1,17,0,0,0,1,0,0,19,Hard Skill
mechanical systems,0,0,0,0,4,0,0,0,0,0,0,0,0,4,Hard Skill
mechanicals,0,0,0,0,10,5,23,0,0,0,2,0,0,40,Hard Skill
mechanics,0,0,0,0,1,2,3,0,0,0,0,0,0,6,Hard Skill
mechatronics,0,0,0,0,0,0,3,0,0,0,1,0,0,4,Hard Skill
media buying,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
median,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
mediation,0,0,0,0,3,0,8,13,10,0,0,11,1,46,Hard Skill
medic,0,0,0,1,0,0,2,0,0,0,0,0,0,3,Hard Skill
medicaid,0,0,0,0,0,0,0,11,0,0,0,0,0,11,Hard Skill
medicaid waiver,0,0,0,0,0,0,0,5,0,0,0,0,0,5,Hard Skill
medical case management,0,0,6,0,0,0,0,0,0,0,0,0,0,6,Hard Skill
medical devices,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Hard Skill
medical education,0,1,0,0,1,0,0,2,0,0,0,0,0,4,Hard Skill
medical emergency,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
medical equipment,0,0,0,0,1,0,0,2,0,0,0,0,0,3,Hard Skill
medical management,0,0,10,0,1,0,0,22,0,0,0,0,1,34,Hard Skill
medical necessity,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
medical office procedures,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Hard Skill
medical practices,0,0,0,0,1,0,0,7,0,0,0,0,0,8,Hard Skill
medical prescription,0,0,0,0,1,0,0,1,0,0,0,0,0,2,Hard Skill
medical procedure,0,0,0,0,0,0,0,2,0,0,0,0,0,2,Hard Skill
medical records,0,0,6,0,1,0,0,19,0,0,0,0,0,26,Hard Skill
medical terminology,0,2,6,0,0,0,0,10,0,0,0,0,0,18,Hard Skill
medical writing,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
medicare,0,0,2,0,0,0,0,34,0,0,0,0,0,36,Hard Skill
medicare advantage,0,0,0,0,0,0,0,11,0,0,0,0,0,11,Hard Skill
medication reconciliation,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
medication therapy management,0,0,0,0,0,0,0,0,3,0,0,0,0,3,Hard Skill
meet commitments,0,0,6,0,0,0,0,0,0,0,0,0,0,6,Hard Skill
mental health,0,0,49,0,7,0,0,7,0,0,1,0,0,64,Hard Skill
merchandising,6,0,0,17,2,0,1,0,1,0,5,14,6,52,Hard Skill
merchant services,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
message-oriented middleware,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
metadata,0,2,2,0,0,1,0,0,0,0,1,0,0,6,Hard Skill
metadata standards,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
metallurgy,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
metric systems,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
metro ethernet,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Hard Skill
micrometer,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
microprocessor,0,0,0,0,2,0,6,0,0,0,0,0,0,8,Hard Skill
microservices,0,0,3,5,0,0,8,2,0,0,4,2,0,24,Hard Skill
microsoft access,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
microsoft azure,0,0,3,0,1,1,0,1,0,0,0,0,0,6,Hard Skill
microsoft dynamics,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
microsoft project,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Hard Skill
microsoft publisher,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
microsoft skills,0,0,0,0,0,1,0,1,0,0,0,0,0,2,Hard Skill
microsoft softwares,0,0,5,0,1,0,0,0,0,0,0,0,0,6,Hard Skill
microsoft sql servers,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
microwaves,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
middleware,0,1,0,0,0,3,2,0,0,1,0,0,0,7,Hard Skill
mifi,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
milestones,0,3,3,0,0,0,12,0,0,3,0,0,0,21,Hard Skill
military security,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
military services,0,0,0,0,0,0,0,0,0,0,0,7,0,7,Hard Skill
mills,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
minitab,0,1,0,0,0,0,0,0,0,0,1,0,0,2,Hard Skill
mise en place,0,0,0,0,0,2,0,0,0,0,1,0,0,3,Hard Skill
mission planning,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
mitigating control,0,0,0,0,0,0,0,0,0,5,0,0,0,5,Hard Skill
mitigation,0,3,0,2,2,1,5,1,0,5,3,0,0,22,Hard Skill
mnos,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
mobile app,0,0,0,4,0,0,1,67,0,2,2,1,0,77,Hard Skill
mobile application development,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
mobile application testing,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
mobile network operator,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
mobile phones,0,0,0,0,0,0,2,0,0,0,1,0,0,3,Hard Skill
mobile security,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Hard Skill
mobility,8,3,0,3,0,0,24,0,0,8,0,0,0,46,Hard Skill
mock ups,0,0,0,1,0,0,1,0,0,0,1,0,0,3,Hard Skill
mockup,0,0,0,0,0,0,3,0,0,0,0,0,0,3,Hard Skill
modal analysis,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
model based systems engineering,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
modelling skills,0,1,0,0,0,1,0,0,0,0,0,0,0,2,Hard Skill
modems,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
modo,0,0,0,0,0,25,0,3,0,0,0,0,0,28,Hard Skill
molding,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
mongodb,0,0,0,1,0,0,0,1,0,0,0,0,0,2,Hard Skill
monit,0,0,0,0,0,0,15,0,0,0,0,0,0,15,Hard Skill
monitoring results,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
mono,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
motion analysis,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
motivational interviewing,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
mpls vpn,0,0,0,0,2,0,0,0,0,0,0,0,0,2,Hard Skill
msc software,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
mule,0,0,0,0,0,0,2,0,0,0,0,0,0,2,Hard Skill
mulesoft,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
multimedia,0,0,0,21,0,0,0,0,0,1,2,0,0,24,Hard Skill
multiplexing,0,0,0,5,0,0,0,0,0,0,0,0,0,5,Hard Skill
multitasking,0,3,0,5,0,2,0,2,0,0,0,0,0,12,Hard Skill
multivariate statistics,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
multivariate testing,0,0,0,0,0,0,0,1,0,0,0,1,0,2,Hard Skill
muscles,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Hard Skill
music video,13,0,0,0,0,0,0,0,0,0,0,0,0,13,Hard Skill
mvs,0,0,0,0,0,2,0,0,0,0,0,0,0,2,Hard Skill
mysql,0,0,0,12,0,0,1,2,0,0,1,0,0,16,Hard Skill
mysql++,0,0,0,12,0,0,1,2,0,0,1,0,0,16,Hard Skill
nagios,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Hard Skill
nastran,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
national electrical codes,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
natural language processing,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Hard Skill
natural language understanding,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
naval architecture,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Hard Skill
ncover,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
ndepend,0,0,0,0,0,0,27,0,0,0,0,0,0,27,Hard Skill
needs analysis,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Hard Skill
needs assessment,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
negotiation strategies,0,0,0,0,2,2,0,0,0,0,0,0,0,4,Hard Skill
nephrology,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Hard Skill
netscaler,0,0,0,0,1,2,0,0,0,0,0,0,0,3,Hard Skill
netsuite,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
network access control,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
network analysis,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Hard Skill
network architecture,0,0,0,0,2,0,1,0,0,18,0,0,0,21,Hard Skill
network automation,0,0,0,0,0,1,1,0,0,0,0,0,0,2,Hard Skill
network booting,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Hard Skill
network communications,0,1,0,0,1,0,0,0,0,0,0,0,0,2,Hard Skill
network computer,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
network control,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Hard Skill
network element,0,0,0,0,0,0,0,0,0,26,0,0,0,26,Hard Skill
network engineering,0,0,0,0,0,0,1,0,0,3,0,0,0,4,Hard Skill
network forensics,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Hard Skill
network improvement,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Hard Skill
network infrastructure,0,2,0,0,2,1,2,0,0,18,1,0,0,26,Hard Skill
network interface,0,0,0,0,0,0,0,0,0,8,0,0,0,8,Hard Skill
network management,0,0,1,0,2,0,0,1,0,8,0,0,0,12,Hard Skill
network monitoring,0,0,0,1,0,0,0,1,0,0,0,0,0,2,Hard Skill
network performance,0,0,0,0,1,0,1,0,0,18,1,0,0,21,Hard Skill
network protocols,0,0,0,1,2,2,0,0,0,18,0,0,0,23,Hard Skill
network security,0,0,3,0,0,4,1,0,0,8,0,0,0,16,Hard Skill
network security policy,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Hard Skill
network service,0,0,0,0,0,3,1,0,0,4,0,0,0,8,Hard Skill
